Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784241036,10,POST,/query [on-topic],0.700000,0.000000,7400,7600,8600,8600,9200,9200,9200,9200,9200,9200,9200,24,1,7800,7843.868583291017,5594.382127004792,11460.861587998806,6790.708333333333
1784241036,10,POST,/query [out-of-domain],0.400000,0.200000,1800,3200,3200,5000,5000,5000,5000,5000,5000,5000,5000,8,2,1800,2359.643381250862,1609.5037089980906,4960.417043999769,968.375
1784241036,10,,Aggregated,1.100000,0.200000,6000,7400,7600,7600,8600,9200,9200,9200,9200,9200,9200,32,3,7400,6472.812282780978,1609.5037089980906,11460.861587998806,5335.125
1784241037,10,POST,/query [on-topic],0.700000,0.000000,7400,7600,8600,8600,9200,9200,9200,9200,9200,9200,9200,24,1,7800,7843.868583291017,5594.382127004792,11460.861587998806,6790.708333333333
1784241037,10,POST,/query [out-of-domain],0.400000,0.200000,1800,3200,3200,5000,5000,5000,5000,5000,5000,5000,5000,8,2,1800,2359.643381250862,1609.5037089980906,4960.417043999769,968.375
1784241037,10,,Aggregated,1.100000,0.200000,6000,7400,7600,7600,8600,9200,9200,9200,9200,9200,9200,32,3,7400,6472.812282780978,1609.5037089980906,11460.861587998806,5335.125
1784241038,10,POST,/query [on-topic],0.700000,0.000000,7000,7400,7600,7600,8600,8600,8600,8600,8600,8600,8600,26,1,7800,7717.589945652994,5435.753334997571,11460.861587998806,6680.115384615385
1784241038,10,POST,/query [out-of-domain],0.500000,0.200000,1800,4500,4500,5000,5000,5000,5000,5000,5000,5000,5000,9,3,1800,2600.5476956674506,1609.5037089980906,4960.417043999769,1235.6666666666667
1784241038,10,,Aggregated,1.200000,0.200000,5600,6100,7000,7400,7600,8600,8600,8600,8600,8600,8600,35,4,7100,6401.779081370997,1609.5037089980906,11460.861587998806,5280.114285714286
1784241039,10,POST,/query [on-topic],0.700000,0.000000,7000,7400,7600,7600,8600,8600,8600,8600,8600,8600,8600,26,1,7800,7717.589945652994,5435.753334997571,11460.861587998806,6680.115384615385
1784241039,10,POST,/query [out-of-domain],0.500000,0.200000,1800,4500,4500,5000,5000,5000,5000,5000,5000,5000,5000,9,3,1800,2600.5476956674506,1609.5037089980906,4960.417043999769,1235.6666666666667
1784241039,10,,Aggregated,1.200000,0.200000,5600,6100,7400,7400,7600,8600,8600,8600,8600,8600,8600,35,4,7100,6401.779081370997,1609.5037089980906,11460.861587998806,5280.114285714286
1784241040,10,POST,/query [on-topic],0.700000,0.000000,7400,7400,7600,7600,8600,8600,8600,8600,8600,8600,8600,26,1,7800,7717.589945652994,5435.753334997571,11460.861587998806,6680.115384615385
1784241040,10,POST,/query [out-of-domain],0.500000,0.200000,1800,1800,4500,4500,4500,4500,4500,4500,4500,4500,4500,9,3,1800,2600.5476956674506,1609.5037089980906,4960.417043999769,1235.6666666666667
1784241040,10,,Aggregated,1.200000,0.200000,5600,7000,7400,7600,8600,8600,8600,8600,8600,8600,8600,35,4,7100,6401.779081370997,1609.5037089980906,11460.861587998806,5280.114285714286
1784241041,10,POST,/query [on-topic],0.700000,0.000000,7400,7400,7600,7600,8600,8600,8600,8600,8600,8600,8600,26,1,7800,7717.589945652994,5435.753334997571,11460.861587998806,6680.115384615385
1784241041,10,POST,/query [out-of-domain],0.500000,0.200000,1800,1800,4500,4500,4500,4500,4500,4500,4500,4500,4500,9,3,1800,2600.5476956674506,1609.5037089980906,4960.417043999769,1235.6666666666667
1784241041,10,,Aggregated,1.200000,0.200000,5600,7000,7400,7600,8600,8600,8600,8600,8600,8600,8600,35,4,7100,6401.779081370997,1609.5037089980906,11460.861587998806,5280.114285714286
1784241042,10,POST,/query [on-topic],0.700000,0.000000,7300,7400,7600,7600,8600,8600,8600,8600,8600,8600,8600,29,1,7600,7609.241145551065,5435.753334997571,11460.861587998806,6641.275862068966
1784241042,10,POST,/query [out-of-domain],0.500000,0.200000,1800,1800,4500,4500,4500,4500,4500,4500,4500,4500,4500,9,3,1800,2600.5476956674506,1609.5037089980906,4960.417043999769,1235.6666666666667
1784241042,10,,Aggregated,1.200000,0.200000,7000,7300,7400,7600,8600,8600,8600,8600,8600,8600,8600,38,4,7000,6422.97164426284,1609.5037089980906,11460.861587998806,5361.0
1784241043,10,POST,/query [on-topic],0.600000,0.000000,7200,7300,7400,7700,8600,8600,8600,8600,8600,8600,8600,32,1,7500,7526.230285812062,5316.108876999351,11460.861587998806,6509.28125
1784241043,10,POST,/query [out-of-domain],0.300000,0.100000,1800,1800,4500,4500,4500,4500,4500,4500,4500,4500,4500,10,3,1800,2520.4478429004666,1609.5037089980906,4960.417043999769,1171.2
1784241043,10,,Aggregated,0.900000,0.100000,7000,7200,7300,7400,7700,8600,8600,8600,8600,8600,8600,42,4,7000,6334.377323214063,1609.5037089980906,11460.861587998806,5238.309523809524
1784241044,10,POST,/query [on-topic],0.600000,0.000000,7200,7300,7400,7700,8600,8600,8600,8600,8600,8600,8600,32,1,7500,7526.230285812062,5316.108876999351,11460.861587998806,6509.28125
1784241044,10,POST,/query [out-of-domain],0.300000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,11,3,1800,2465.804717182023,1609.5037089980906,4960.417043999769,1115.6363636363637
1784241044,10,,Aggregated,0.900000,0.100000,5700,7000,7200,7200,7300,7700,7700,7700,7700,7700,7700,43,4,7000,6231.702814767168,1609.5037089980906,11460.861587998806,5129.511627906977
1784241045,10,POST,/query [on-topic],0.600000,0.000000,7200,7300,7400,7700,8600,8600,8600,8600,8600,8600,8600,32,1,7500,7526.230285812062,5316.108876999351,11460.861587998806,6509.28125
1784241045,10,POST,/query [out-of-domain],0.300000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,11,3,1800,2465.804717182023,1609.5037089980906,4960.417043999769,1115.6363636363637
1784241045,10,,Aggregated,0.900000,0.100000,5700,7000,7200,7200,7300,7700,7700,7700,7700,7700,7700,43,4,7000,6231.702814767168,1609.5037089980906,11460.861587998806,5129.511627906977
1784241046,10,POST,/query [on-topic],0.600000,0.000000,7000,7200,7300,7300,7700,7700,7700,7700,7700,7700,7700,32,1,7500,7526.230285812062,5316.108876999351,11460.861587998806,6509.28125
1784241046,10,POST,/query [out-of-domain],0.300000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,11,3,1800,2465.804717182023,1609.5037089980906,4960.417043999769,1115.6363636363637
1784241046,10,,Aggregated,0.900000,0.100000,5700,7000,7200,7200,7300,7700,7700,7700,7700,7700,7700,43,4,7000,6231.702814767168,1609.5037089980906,11460.861587998806,5129.511627906977
1784241047,10,POST,/query [on-topic],0.600000,0.000000,7000,7200,7300,7300,7700,7700,7700,7700,7700,7700,7700,32,1,7500,7526.230285812062,5316.108876999351,11460.861587998806,6509.28125
1784241047,10,POST,/query [out-of-domain],0.300000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,11,3,1800,2465.804717182023,1609.5037089980906,4960.417043999769,1115.6363636363637
1784241047,10,,Aggregated,0.900000,0.100000,5700,7000,7200,7200,7300,7700,7700,7700,7700,7700,7700,43,4,7000,6231.702814767168,1609.5037089980906,11460.861587998806,5129.511627906977
1784241048,10,POST,/query [on-topic],0.800000,0.000000,7000,7200,7300,7700,9400,9400,9400,9400,9400,9400,9400,33,1,7600,7582.168543696533,5316.108876999351,11460.861587998806,6552.545454545455
1784241048,10,POST,/query [out-of-domain],0.400000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,11,3,1800,2465.804717182023,1609.5037089980906,4960.417043999769,1115.6363636363637
1784241048,10,,Aggregated,1.200000,0.100000,7000,7000,7300,7300,7700,9400,9400,9400,9400,9400,9400,44,4,7000,6303.077587067905,1609.5037089980906,11460.861587998806,5193.318181818182
1784241049,10,POST,/query [on-topic],0.800000,0.000000,7000,7200,7300,7700,9400,9400,9400,9400,9400,9400,9400,34,1,7500,7552.601818234988,5316.108876999351,11460.861587998806,6583.64705882353
1784241049,10,POST,/query [out-of-domain],0.300000,0.100000,1900,1900,4500,4500,4500,4500,4500,4500,4500,4500,4500,12,3,1800,2407.8654560835275,1609.5037089980906,4960.417043999769,1071.6666666666667
1784241049,10,,Aggregated,1.100000,0.100000,6600,7000,7200,7300,7700,9400,9400,9400,9400,9400,9400,46,4,7000,6210.496680282434,1609.5037089980906,11460.861587998806,5145.739130434783
1784241050,10,POST,/query [on-topic],0.800000,0.000000,7200,7300,7700,7700,9400,9400,9400,9400,9400,9400,9400,34,1,7500,7552.601818234988,5316.108876999351,11460.861587998806,6583.64705882353
